店内充满浓郁的异域风情，标志性的伊斯兰教装修风格映入眼帘，颜色艳丽跳跃，仿佛真的来到了梦寐以求的新疆。,非常好
中午去吃，人挺多的，每家耶里夏丽的表演音乐都开的太响了，希望店家开轻一些,很好
"离地铁站很近，就在东方路上，很好找到，生意真的很好，经常要排队的，正宗的新疆菜馆，非常异域的装修风格加上特色歌舞表演。电话预定只能预定晚上5:30之前的，舞蹈表演一般6:30开始一直跳到8点，中场会休息。大盘鸡的大盘子，真是超级大，盘子好大、面条顺滑的、土豆苏苏的,鸡肉很入味、。烤羊腿是必点的，肉质鲜嫩，肥肉很少，烤的恰到好处，份量也好多，很软很香，可以几个人吃。羊肉串有时是之前就烤好的，比较温，不过3.5一串的价格实在太便宜了，也没什么可抱怨的了。手抓饭里除了肉还加了新疆葡萄干，口感清淡吃到葡萄干就微微甜适合上海人的口味，咸里有点甜。拔丝哈密瓜的外皮很甜，浆挂得也有点厚，里面的瓜变得没一丝甜味了，也可能瓜本身就不是很甜，用外面来增加甜味。",非常好
不爱吃羊肉之类的我去过耶丽夏丽也爱上了新疆菜浓浓的奶味量很足晚上还有表演互动过节气氛很好经常有会跳舞的顾客上台一起跳舞很愉快的用餐推荐大盘鸡本人不爱吃鸡但是大盘鸡我很爱吃没有鸡的怪味道羊肉串也特别香牛奶饭奶味十足,非常好
新疆菜的龙头了，服务很热情，东西很好吃,非常好
小年夜去吃的最后顿工作日午饭，还看到了新疆妹子的表演，菜也好吃的，价格也实惠,非常好
地道的新疆餐馆各色羊肉。部门聚会选择这里人多吃的品种多羊肉串是最爱性价比超高！羊排羊腿的羊肉都很嫩大口吃肉的感觉特别过瘾。丁丁炒面很入味面条筋道有嚼劲推荐。凉皮深受女生喜欢必点！乳酪的糕点叫什么没记住口感舒服不是很甜也不腻推荐尝试一下。,非常好
表演不错，羊肉串赞，大盘鸡一般般,非常好
吃新疆菜的首选，老牌子。烤羊排很嫩，味道很好。羊肉串性价比很高，肥的不多，好吃。娜帕里勇新疆奶酪糕，有点冰，不是太甜，本人比较喜欢。雪花牛肉太瘦，吃起来有点柴。大盘鸡大大一盘，非常实惠，里面的面条好吃。奶茶点的甜味的，一个感觉有点腥。晚上6点以后的歌舞表演也很棒，新疆美女很漂亮。总得还是不错的，还会继续光顾。,很好
羊排好吃酸奶也可以的大盘鱼也可以的,很好
羊排羊排羊排，超好吃??,非常好
朋友推荐来的这家新疆餐厅，虽然之前也去过几家餐厅，可这家确实别具一格，硕大的表演舞台，让顾客边吃边看增加食欲，这里的酸奶；烤鱼；啤酒还有羊排等都十分有特色，而且这里菜的价格适中十分适合聚会来这里用餐.,很好
每次去都是生意爆好的一家店，虽然门面不起眼，但是回头客特别多。很早就订了一个包厢是公司聚餐用的，位置还是很好的，正好对着舞台。刚刚开始就餐第一场歌舞就开始了。羊肉串还是很喜欢的，比起羊腿更喜欢。牛肉也不错，蛮嫩的。冷盘的量不算多，都点了两份。热菜的量还是可以的。总体来说，吃的还是很好的，价格也不贵。,非常好
很早之前去吃的了~~,非常好
想吃新疆菜，第一个想到了耶里夏丽。,非常好
菜依然可口。特别是黄礼花服务员的服务贴心，有小朋友调皮也是一直微笑服务，赞！,非常好
地铁下来走5分钟就可以到，店里的布置还是比较有风味的，还有很大的舞台供新疆人跳舞。点了不少东西，羊肉串还是蛮好吃的，酸奶试了，感觉味道一般性，上菜速度还是比较快的。大多数菜都是比较重口味的。点的很多，都是招牌菜，那天还有烤全羊呦。,很好
